index,timestamp,en_text,zh_opus,zh_translated
889,"01:01:44,180 --> 01:01:51,245","Hey, I know coming with us was hard, but we're gonna help your partner",我知道和我们一起来很不容易,"我知道跟我们一起来很难, 但我们会帮助你的伴侣"
890,"01:01:51,703 --> 01:01:53,991",the same way we're gonna help the city.,但我们会以同样的方式帮助你的搭档,"同样,我们将帮助城市."
891,"01:01:55,028 --> 01:01:58,845",We stop my family and show everyone the truth.,就像我们会帮助这座城市一样,我们停止我的家人和展示 每个人都知道真相.
892,"01:01:59,726 --> 01:02:00,452",Are you ready?,我们制止我的家人的行为 向所有人揭示真相,你准备好了吗?
893,"01:02:01,479 --> 01:02:03,377",Light the fire.,我们制止我的家人的行为 向所有人揭示真相,点燃火.
894,"01:02:12,350 --> 01:02:15,162",How much do you know?,你了解多少？,你知道多少?
895,"01:02:15,295 --> 01:02:16,128",Well...,你了解多少？,",我知道."
896,"01:02:16,980 --> 01:02:19,230",That his family was framed.,你了解多少？,他的家人被骗了.
897,"01:02:19,333 --> 01:02:22,216",And there's some secret hidden in the metal cover,嗯 他的家人是被诬陷的,还有一些秘密 隐藏在金属盖上
898,"01:02:22,350 --> 01:02:24,469",that only a snake can see.,金属外壳里还隐藏着一些秘密,只有蛇才能看见.
899,"01:02:25,042 --> 01:02:26,750",Not just any snake.,金属外壳里还隐藏着一些秘密,不是任何蛇.
900,"01:02:26,950 --> 01:02:29,833",A heat-sensing pit viper.,只有蛇才能看到,一个感应热量的坑蛇.
901,"01:02:30,958 --> 01:02:33,500",All it takes is a little warmth.,一种具有热感应能力的蝮蛇,只需要一点温暖.
902,"01:02:35,125 --> 01:02:35,833",I just don-,只需一点热度,我只是...
903,"01:02:36,333 --> 01:02:37,458",I don't understand.,只需一点热度,我不明白.
904,"01:02:38,625 --> 01:02:42,395",Why would your great-grandfather hide a secret for a snake?,我只是不明白了,你的曾祖父为什么会 为蛇隐藏一个秘密?
905,"01:02:42,741 --> 01:02:45,095",He didn't.,为什么你的曾祖父  会为一条蛇保守秘密？,他没有.
906,"01:02:45,946 --> 01:02:46,591",I...,为什么你的曾祖父  会为一条蛇保守秘密？,我...
907,"01:02:49,699 --> 01:02:51,658",It wasn't his journal.,我....,这不是他的日记.
908,"01:02:53,561 --> 01:02:55,140",That's the secret.,那不是他的日记,这就是秘密.
909,"01:02:55,881 --> 01:02:59,180",Zootopia wasn't created by a mammal.,这就是秘密所在  疯狂动物城并非由哺乳动物创造,动物园不是由哺乳动物创造的.
910,"01:03:00,077 --> 01:03:03,767",It was created by a snake.,这就是秘密所在  疯狂动物城并非由哺乳动物创造,它是由蛇创造的.
911,"01:03:03,924 --> 01:03:06,736",Gary's great-grandmother.,它是由一条蛇创造的,盖里的曾祖母.
912,"01:03:08,321 --> 01:03:12,941",She wanted to make the city a place where all animals felt welcome.,盖瑞的曾祖母,"她想让这座城市成为一个地方. 在那里,所有的动物都感到欢迎."
913,"01:03:15,475 --> 01:03:20,642",So she invented her weather walls to help everyone.,所以她发明了气侯墙  来帮助大家,所以她发明了自己的天气. 为了帮助所有人.
914,"01:03:25,955 --> 01:03:30,944","She just needed an investor, a partner.",她只需要一个投资人,"她只需要一个投资者,一个合作伙伴."
915,"01:03:32,450 --> 01:03:36,993","But when my great-grandfather saw what her idea could be worth,",但当我的曾祖父看到她的想法  可能带来的价值时,"但当我曾祖父看到 她的想法可能有多少价值,"
916,"01:03:40,704 --> 01:03:44,627",he plotted to steal her plans for himself.,他密谋窃取她的计划 据为己有,他阴谋窃取她自己的计划.
917,"01:03:51,460 --> 01:03:53,298",So he committed a murder.,于是他犯下了一桩谋杀案,所以他犯了一个谋杀案.
918,"01:03:55,920 --> 01:03:57,640",His own maid.,于是他犯下了一桩谋杀案,他自己的女仆.
919,"01:04:00,808 --> 01:04:03,243",And framed Gary's great-grandmother.,他自己的女仆,了加里的曾祖母.
920,"01:04:05,095 --> 01:04:09,984","And because she was a snake, everyone believed his lie.",因为她是一条蛇,"因为她是一个蛇, 每个人都相信他的谎言."
921,"01:04:11,273 --> 01:04:12,261","Soon,",所有人都相信了他的谎言,"很快,"
922,"01:04:13,904 --> 01:04:16,223",no reptiles were welcome.,很快,没有爬行动物受到欢迎.
923,"01:04:17,226 --> 01:04:18,679","And over time,",爬行动物便不再受欢迎,"随着时间的推移,"
924,"01:04:19,214 --> 01:04:26,033",my great-grandfather buried the reptile neighborhood in snow.,随着时间的推移 我的曾祖父  把爬行动物栖息地掩埋在了雪里,我曾祖父 在雪中埋葬了爬行动物社区.
925,"01:04:29,458 --> 01:04:35,062","And he died, believing no one could ever uncover his crimes.",他至死都相信  没有人会揭露他的罪行,"他死去,不相信任何人. 他可能会揭露他的罪行."
926,"01:04:36,319 --> 01:04:37,093",But...,他至死都相信  没有人会揭露他的罪行,但是...
927,"01:04:39,169 --> 01:04:42,104",He was wrong.,他错了,他错了.
928,"01:04:43,922 --> 01:04:45,352",Her original patent,她的原始专利得以保留,她的原始专利
929,"01:04:46,650 --> 01:04:47,793",was saved.,她的原始专利得以保留,他被拯救了.
930,"01:04:49,086 --> 01:04:50,765",That's what you're looking for.,这就是你想要的,这就是你正在寻找的.
931,"01:04:50,829 --> 01:04:52,509",She hid it in her home.,这就是你想要的,她把它藏在家里.
932,"01:04:53,499 --> 01:04:57,595","Find her home, find her patent.",找到她的家,"找她的家,找她的专利."
933,"01:05:05,938 --> 01:05:12,796",We just didn't know where her home was buried until now.,我们只是不知道她家埋在哪里,"我们只是不知道她在哪里 到目前为止,家里一直被埋葬."
934,"01:05:14,102 --> 01:05:15,966",My family's land?,我家那块地？,我家的土地?
935,"01:05:16,435 --> 01:05:21,850","But under all that snow, how are we going to find it?",但在厚厚的积雪之下,"但在所有的雪下, 我们会找到它吗?"
936,"01:05:22,249 --> 01:05:24,258",Wait. Clock tower.,等一下,待一点. 钟表塔.
937,"01:05:24,560 --> 01:05:28,287","Her neighborhood, the reptile neighborhood, had a clock tower.",爬行动物居住区有一座钟楼,"她的邻居,爬行动物 附近,有一个钟表塔."
938,"01:05:28,388 --> 01:05:30,028",It lights up like a beacon!,它像灯塔一样闪闪发光！,它像灯塔一样照亮!
939,"01:05:30,174 --> 01:05:33,466","If it wasn't fully buried, maybe we could see it.",如果它没有完全埋入地下,"如果它还没有被完全埋葬, 也许我们可以看到它."
940,"01:05:33,611 --> 01:05:35,218",Follow it to her home.,跟着她找到她家,追随到她的家.
941,"01:05:35,263 --> 01:05:37,403",Except my great-grandfather turned off the power.,不过我的曾祖父切断了电源,除了我的曾祖父 关掉了电源.
942,"01:05:37,428 --> 01:05:41,100",But we have the plans that show us how to turn it back on.,但我们手头有说明书 告诉我们如何重新启动它,但我们有计划显示 让我们知道如何重新启动.
943,"01:05:43,243 --> 01:05:46,491",The power switch to her whole neighborhood was in...,她整个社区的电源开关  位于原始控制室,电源切换给她 整个社区都在...
944,"01:05:47,417 --> 01:05:49,749",- The original control room. - All right.,当时就在原来的控制室里 棒极了,- 原始的控制室. - 好吧.
945,"01:05:49,850 --> 01:05:51,290",And where is that?,它在哪里？,这是在哪里?
946,"01:05:51,389 --> 01:05:55,239","Inside the oldest wall of the city, the Desert-Tundratown weather wall.",在城市最古老的城墙内,"在城市最古老的城墙里, 沙漠镇天气墙."
947,"01:05:55,419 --> 01:06:02,473","We get inside, turn on that switch, light the clock tower - we find her house.",打开开关 点亮钟楼,"我们进去,打开开关, 点燃钟表塔,我们找到她的房子."
948,"01:06:02,517 --> 01:06:04,055",We find her patent.,我们找到了她的专利,我们找到了她的专利.
949,"01:06:04,080 --> 01:06:07,484",And my family is finally coming home.,我的家人终于要回家了,我的家人终于回家了.
950,"01:06:07,651 --> 01:06:09,772","We will succeed, Judy Hopps.",我们会成功的  朱迪·霍普斯,"我们会成功,朱迪霍普斯."
951,"01:06:09,883 --> 01:06:12,562",We shall succeed!,我们必将成功,我们将成功!
952,"01:06:15,642 --> 01:06:16,507",I found him.,我找到他了,我找到了他.
953,"01:06:18,363 --> 01:06:19,643",Get me Hoggbottom.,给我接通猪贝贝,给我Hoggbottom.
954,"01:06:24,158 --> 01:06:26,368",It's Nicholas Wilde.,哦.......是尼古拉斯·王尔德  大牌警察 是吧？,这是尼古拉斯·威尔德.
955,"01:06:26,401 --> 01:06:27,783","Big time cop, huh?",哦.......是尼古拉斯·王尔德  大牌警察 是吧？,"长时间的警察, huh?"
956,"01:06:27,808 --> 01:06:30,352",I'll see you at the lunch table.,午餐桌上见,我会见你在午餐桌上.
957,"01:06:30,754 --> 01:06:33,232",I'm gonna tie your tail in a knot!,我要把你尾巴打个结  猪贝贝,我会把你的尾巴捆绑起来!
958,"01:06:33,343 --> 01:06:35,765","- Hoggbottom? - What are you looking at, butt head?",你在看什么？,"- 霍格博特姆? - 你在看什么,头?"
959,"01:06:36,357 --> 01:06:38,028",This is a mistake. It's a setup.,是......是猞猁干的好事,这是一个错误. 这是一个局.
960,"01:06:38,053 --> 01:06:39,314",It's the lynxes!,请听我说,这是鱼!
961,"01:06:39,426 --> 01:06:41,011","Listen to me, please.",我知道我们之间有过分歧,请听我.
962,"01:06:41,065 --> 01:06:43,768","I know we have had our differences, right?",我知道我们之间有过分歧,"我知道我们已经 我们的差异,对吧?"
963,"01:06:43,803 --> 01:06:46,758","But, I-I've always respected you.",但我一直都很尊重你,"但是,我一直尊重你."
964,"01:06:47,584 --> 01:06:50,375",You don't respect anyone.,你根本不尊重任何人,你不尊重任何人.
965,"01:06:52,081 --> 01:06:54,906","Phone. It's Milton Lynxley,",是米尔顿·林雪猁的电话,"电话,这是米尔顿·林克斯利,"
966,"01:06:55,107 --> 01:06:57,160",he's got the rabbit's location.,他已经找到了兔子的位置,他知道子的位置.
967,"01:06:57,383 --> 01:06:59,627","Whatever he says, it's a lie, Hoggbottom.",猪贝贝,"无论他说什么,都是谎言,Hoggbottom."
968,"01:06:59,658 --> 01:07:01,245","Hoggbottom, listen to me!",哦 我的天哪,"霍格博特姆,听我!"
969,"01:07:05,000 --> 01:07:08,917",Nicholas Wilde!,尼古拉斯·王尔德！,尼古拉斯·怀尔德!
970,"01:07:11,167 --> 01:07:13,167",What are the chances!,哈哈哈哈,什么是机会!
971,"01:07:15,066 --> 01:07:17,025","You know, this is my first time in prison.",我得说 他们的食物真是太棒了,"你知道,这是我第一次在监狱."
972,"01:07:17,062 --> 01:07:20,982","And I got to say, their food is on point.",我得说 他们的食物真是太棒了,"我不得不说,他们的食物已经准备好了."
973,"01:07:22,333 --> 01:07:23,823",How are you even here?,命运使然！,你怎么在这里?
974,"01:07:23,879 --> 01:07:26,691",Destiny! Plus an arrest.,哈哈哈哈,再加上一个逮捕.
975,"01:07:27,428 --> 01:07:29,638",But it looks like Judith got away.,那个决定是双方共同做出的吗？,但显然朱迪丝逃了.
976,"01:07:29,705 --> 01:07:33,823",Was that decision mutual?,那个决定是双方共同做出的吗？,这决定是相互的吗?
977,"01:07:34,600 --> 01:07:37,707","Oh, sensing in trouble in paradise.",哦 天堂里似乎有麻烦了,在天堂里感觉到麻烦.
978,"01:07:37,880 --> 01:07:39,015",Want to talk about it?,我只想离开这里 没错,你想谈一谈吗?
979,"01:07:39,040 --> 01:07:41,360",What I want is to get out of here.,你的宏图大志：在偏远的岛屿上低调生活  小酌菠萝考拉鸡尾酒,我想要的就是离开这里.
980,"01:07:41,400 --> 01:07:42,895","Right, your big plan.",你的宏图大志：在偏远的岛屿上低调生活  小酌菠萝考拉鸡尾酒,"正确,你的大计划."
981,"01:07:42,978 --> 01:07:46,312",Lay low on Outback Island sipping piña koalas.,不过你可别相信考拉,在外野岛安静下来 喝着皮纳可拉.
982,"01:07:46,446 --> 01:07:49,440",Except you can't trust koalas cause they got four thumbs.,我在播客节目里  专门做了一整期节目讨论这件事,除了你不能信任柯拉 因为他们有四个手指.
983,"01:07:49,537 --> 01:07:51,800",Did a whole episode about it on the podcast.,那片子名气可响了 叫《四指擎天》,我做了一个完整的节目 在播客上.
984,"01:07:51,948 --> 01:07:55,084","It was called ""They Got Four Thumbs."" But you know what?",至少他们不是鸭嘴兽……等等 你能不能……,"它叫做""他们有四大手指"". 但你知道的吗?"
985,"01:07:55,151 --> 01:07:56,466",At least they ain't platypuses.,你能不能 你能不能让我集中注意力？,至少他们不是子.
986,"01:07:56,491 --> 01:08:00,352","Wait, can you just, can you please just let me concentrate?",你能不能 你能不能让我集中注意力？,"待,你能,你能吗? 请让我专注吗?"
987,"01:08:00,440 --> 01:08:01,400",Roger that.,收到,我明白了.
988,"01:08:06,557 --> 01:08:08,544","Just talk to me, dude.",她最后跟你说的话是什么？,"只是和我说话,伙计."
989,"01:08:09,794 --> 01:08:12,240",What's the last thing she said to you?,她 呃……,她对你说的最后一句话是什么?
990,"01:08:13,160 --> 01:08:15,854","She, um, she said,",也许我们太.....,"她说,"
991,"01:08:16,435 --> 01:08:20,600","""Maybe we are too different.""",也许我们太不同了  嗯,"""也许我们太不同了."
992,"01:08:22,082 --> 01:08:24,671",And what did you say before that?,我说过 这个案子不值得为之送命  嗯,你之前说什么?
993,"01:08:25,166 --> 01:08:27,606",I said the case isn't worth dying for.,比如 呃.....,我说这个案子不值得死去.
994,"01:08:28,455 --> 01:08:30,999","Like... Like, you know,",你知道的.....不值得她为此牺牲生命,"像是... 像,你知道的,"
995,"01:08:31,024 --> 01:08:35,400",as in it isn't worth her dying for because...,你知道的.....不值得她为此牺牲生命,"因为它不值得. 为了她而死,因为..."
996,"01:08:36,814 --> 01:08:41,825",Because solitary animals like me don't have real friends.,因为像我这样的独居动物  没有真正的朋友,因为孤独的动物喜欢 我没有真正的朋友.
997,"01:08:42,768 --> 01:08:43,935",And I... I...,我不想失去她,我...我...
998,"01:08:44,975 --> 01:08:46,475",I don't want to lose her.,所以 我就,我不想失去她.
999,"01:08:48,006 --> 01:08:49,126","So, I just...",我不知道该怎么说,"所以,我只是..."
1000,"01:08:50,875 --> 01:08:51,920",I don't know how to say that.,我不知道该怎么说,我不知道该怎么说.
1001,"01:08:54,805 --> 01:08:55,542","You know what, bud?",我觉得你刚才就做到了,"你知道什么,朋友?"
1002,"01:08:55,989 --> 01:08:57,305",I think you just did.,等等 你是怎么出来的？,我认为你刚刚做了.
1003,"01:08:58,680 --> 01:08:59,917","Wait, how'd you do that?",好吧 我张开双臂,"待,你怎么做到呢?"
1004,"01:09:00,005 --> 01:09:04,359","Well, I open my arms, put them around you, and then I squeeze.",把你搂在怀里 然后紧紧地抱住你  这叫做拥抱,"我打开我的手臂,把它们放在 在你身边,然后我挤紧."
